keyword,weight,expansion,expansion_importance,title,url,tavily_score,content,pickup_count
rare earth,0.7,China Export Quota,0.9,Congo miners urge urgent talks to clear cobalt export backlog - KITCO,https://www.kitco.com/news/off-the-wire/2025-12-08/congo-miners-urge-urgent-talks-clear-cobalt-export-backlog,0.37387636,"Congo’s mining lobby has called for urgent talks with the government to clarify new cobalt export rules, and said that legal ambiguities and compliance hurdles could delay shipments and disrupt global battery supply chains. In the letter to the mines minister dated December 5 and seen by Reuters, the Chamber of Mines said exporters face “serious difficulties” in applying quotas and have repeatedly sought, without success, a meeting with ARECOMS to clarify concerns over its role, the legality of mandatory prepayments, and new documentation requirements that have stalled shipments. China, which controls about 70–75% of global cobalt refining capacity and supplies major companies, including automakers Tesla and BYD and battery maker CATL, depends on Congo for feedstock, making any export delay a threat to EV and battery supply chains. China is unlikely to see cobalt shipments from Congo’s new export quota before April, a veteran Chinese analyst said, citing slow local government procedures and poor road infrastructure hampering transport.",0
rare earth,0.7,China Export Quota,0.9,China Trade Surplus Tops $1 Trillion On Non-US Growth - Marine Link,https://www.marinelink.com/news/china-trade-surplus-tops-trillion-nonus-533254,0.31510386,"China's trade surplus topped $1 trillion for the first time as manufacturers seeking to avoid President Donald Trump's tariffs shipped more to non-U.S. markets in November, with exports to Europe, Australia and Southeast Asia surging. ""The tariff cuts agreed under the U.S.-China trade truce didn't help to lift shipments to the U.S. last month, but overall export growth rebounded nonetheless,"" said Zichun Huang, China economist at Capital Economics. China has stepped up efforts to diversify its export markets since Trump won November 2024's U.S. election, pursuing closer trade ties with Southeast Asia and the European Union. October's unexpected downturn, following an 8.3% surge the month prior, signalled that Chinese exporters' tactic of front-loading U.S.-bound shipments to beat Trump's tariffs had run its course. Although Chinese factory owners reported an improvement in new export orders in November, they were still in contraction, underscoring continued uncertainty for manufacturers as they struggle to replace demand in the absence of U.S. buyers.",0
rare earth,0.7,China Export Quota,0.9,China makes history with $1 trillion trade surplus for first time ever - Fortune,https://fortune.com/2025/12/08/china-1-trillion-trade-surplus-exports-rebound/,0.30383554,"China’s exports rebounded in November after an unexpected contraction the previous month, pushing its trade surplus past $1 trillion for the first time, according to data released Monday. The nearly $1.08 trillion trade surplus for the first 11 months of this year is a record high, surpassing the $992 billion surplus for all of 2024, based on official data compiled by FactSet. A year-long trade truce between China and the U.S. was reached at a meeting between U.S. President Donald Trump and Chinese leader Xi Jinping in late October in South Korea. Still, some economists believe that China will continue to gain export market share in coming years. “Despite persistent trade tensions, continued protectionism, and G20 economies taking up active industrial policies, we believe China will gain more share in the global goods export market,” Morgan Stanley Chief Asia Economist Chetan Ahya said in a recent note.",0
rare earth,0.7,Mountain Pass Mine,0.8,Will MP Materials Stock Have Room to Run in 2026? - The Motley Fool,https://www.fool.com/investing/2025/12/11/will-mp-materials-stock-have-room-to-run-in-2026/,0.51691306,"Over the past year MP's stock has climbed, slipped, and started up again. MP teamed up with the DoD in a joint venture with the Saudi Arabian Mining Company to build a rare earth refinery in Saudi Arabia. Indeed, in its most recent quarter, MP reported record NdPr oxide output at Mountain Pass, as well as record metal production at its Fort Worth facility. Later in 2026, MP also expects to commission its heavy rare-earth separation facility at the Mountain Pass mine. In a nutshell, this facility will help MP produce other rare-earth metals, like dysprosium (Dy) and terbium (Tb). MP's deal with the DoD was largely why this stock exploded in mid-2025. What to Know Before Buying MP Materials Stock. 5 Reasons to Buy MP Materials Stock Like There's No Tomorrow. Is MP Materials Stock a Millionaire Maker? 1 Reason to Hold on to MP Materials Stock Right Now. # Will MP Materials Stock Have Room to Run in 2026? ### MP Materials.",0
rare earth,0.7,Permanent Magnets,0.7,MP Materials CEO Litinsky sells $24.2 million in stock By Investing.com - Investing.com Canada,https://ca.investing.com/news/insider-trading-news/mp-materials-ceo-litinsky-sells-242-million-in-stock-93CH-4352311,0.7905303,"#### Popular Searches. ##### Please try another search. # MP Materials CEO Litinsky sells $24.2 million in stock. MP Materials CEO Litinsky sells $24.2 million in stock. View all comments (0)0. The shares sold were held by James Henry Litinsky, Trustee of James Henry Litinsky Revocable Trust u/a/d 10/19/2011. Morgan Stanley upgraded the stock from Equalweight to Overweight, raising its price target to $71.00, while BMO Capital upgraded it from Market Perform to Outperform, setting a slightly lower price target of $75.00. These upgrades come amidst MP Materials’ ongoing efforts to establish a domestic rare earth supply chain in the United States. The company plans to begin commercial production of permanent magnets by the end of 2025. MP Materials CEO Litinsky sells $24.2 million in stock. View all comments (0)0. ## Latest comments. Prices of cryptocurrencies are extremely volatile and may be affected by external factors such as financial, regulatory or political events. © 2007-2025 - Fusion Media Limited.",0
rare earth,0.7,Permanent Magnets,0.7,ASM ‘deepens’ Noveon link as it looks to develop US operations - Australian Mining,https://www.australianmining.com.au/asm-deepens-noveon-link-as-it-looks-to-develop-us-operations/,0.7690802,"Australian Strategic Materials (ASM) announced the further sale of 60 tonnes of high-purity neodymium iron boron (NdFeB) alloy to Noveon Magnetics, under its existing 100-tonne supply contract. This support, Smith said, is geared towards Noveon’s production of US-made permanent magnets, which are seen as critical to the development of secure, sovereign supply chains for defence, energy technologies, and electric vehicle applications, among others. In light of the sale, Smith also added that the Korean metals plant’s production continues to ramp up, and that ASM is now fully funded to expand the plant to a production capacity of 3600 tonnes per annum of NdFeB alloy. “The plant is a cornerstone of ASM’s mine to metals strategy to provide solutions for critical materials, from resource to refined product,” Smith said. The company said it is looking forward to continuing its partnership with Noveon and expanding its role in the global supply chain for rare earth and critical metal alloys.",0
rare earth,0.7,Permanent Magnets,0.7,"Morgan Stanley upgrades rare earth stock, says the U.S. has chosen it as solution to China's dominance - CNBC",https://www.cnbc.com/2025/12/05/morgan-stanley-upgrades-rare-earth-stock-says-the-us-has-chosen-it-as-solution-to-chinas-dominance.html,0.5039062,"# Morgan Stanley upgrades rare earth stock, says the U.S. has chosen it as solution to China's dominance. MP Materials is one stock that could benefit as the Trump administration tries to bring the production of rare earths closer to home, according to Morgan Stanley. MP YTD mountain MP YTD chart As a catalyst, De Alba pointed to MP's development of a ""fully domestic rare earth mine-to-magnet supply chain in the U.S.,"" putting it in the prime position to benefit as the U.S. tries to develop ex-China supply chains. Another benefit is that this deal provides MP with ""significant flexibility in the upstream at zero capital costs."" To De Alba, this deal is proof of the ""U.S. having effectively chosen MP Materials as the U.S. solution."" The deal also underscores MP's vertical integration strategy to go from mine to magnet production, making it the only global fully integrated supplier of permanent magnets, the analyst added.",0
tesla,0.9,tesla,1,Investors say Elon Musk's SpaceX trading debut will be 'craziest IPO' ever - Reuters,https://www.reuters.com/sustainability/sustainable-finance-reporting/investors-say-elon-musks-spacex-trading-debut-will-be-craziest-ipo-ever-2025-12-11/,0.3328523,"Musk, who is already the world's richest person with a net worth of more than $460 billion, threatened to leave Tesla earlier this year if the board did not approve an unprecedented 10-year, $1 trillion pay package. Tesla's shares and sales suffered after Musk's four-month stint running the Trump administration's Department of Government Efficiency. [...] Of the five companies Musk currently leads, including infrastructure firm The Boring Company and artificial intelligence startup and X owner xAI, his oversight of the only publicly traded one – electric vehicle maker Tesla (TSLA.O), opens new tab – has been fraught with civil fines and clashes with regulators.",0
tesla,0.9,tesla,1,DHL adds Tesla Semi to California fleet - Utility Dive,https://www.utilitydive.com/news/dhl-adds-tesla-semi-to-california-fleet/807673/,0.12592277,"December 02, 2025 High Efficiency Dehumidification System Cuts Costs While Fighting Climate Change

Electricity demand is also going up, with much of it concentrated in Texas due to “data centers and cryptocurrency mining facilities,” said the U.S. Energy Information Administration.

### Georgia Power’s large load pipeline shrinks by 6 GW [...] DHL Supply Chain added a Tesla Semi to its fleet in Central California, where it’s traveling approximately 100 miles per day and requires charging once per week, the logistics company announced in a news release last week.

A pilot for the electric truck involved hauling a gross combined weight of 75,000 pounds over a 390-mile long-haul route, the company said. [...] CONTINUE TO SITE ➞

The logistics company said the truck is traveling approximately 100 miles per day and requires charging once per week.

This audio is auto-generated. Please let us know if you have feedback.",0
tesla,0.9,tesla,1,Tesla (TSLA) Earns Spot in Consumer Reports’ Top 10 Reliability Rankings - TipRanks,https://www.tipranks.com/news/tesla-tsla-earns-spot-in-consumer-reports-top-10-reliability-rankings,0.49231076,"Top Gainers/losers/active ETFs. Best High Yield Dividend Stocks. # Tesla (TSLA) Earns Spot in Consumer Reports’ Top 10 Reliability Rankings. Tesla earned a spot in the Top 10 of Consumer Reports’ 2026 auto rankings, showing reliability improvements and customer satisfaction. Tesla (TSLA) has broken into the Top 10 of Consumer Reports’ 2026 automotive brand report card, ranking 10th with an overall score of 72, up from 18th last year. The score reflects road tests, reliability, safety ratings, and owner satisfaction across Tesla’s lineup, including the Model 3, Model X, Model Y, Model S, and Cybertruck. Tesla stock was up about 1% on Thursday. ## **Why Tesla’s Score Improved**. Consumer Reports credited Tesla’s rise to its strategy of refining existing models rather than making major redesigns. The recognition from Consumer Reports suggests that Tesla’s strategy of incremental improvements and software‑driven updates is paying off, boosting confidence among both consumers and investors. ## **What Is the Prediction for Tesla Stock?**.",3
tesla,0.9,tesla,1,Tesla Rated Most Unreliable Used Car Brand in US - Newsmax,https://www.newsmax.com/newsfront/tesla-reliability-ratings-consumer-reports/2025/12/10/id/1237874/,0.4398682,"Tesla Rated Most Unreliable Used Car Brand in US | Newsmax.com. Image 1: Search Newsmax.com. *   Image 8: Search Newsmax.com. Tags: tesla | reliability ratings | consumer reports. Tesla Rated Most Unreliable Used Car Brand in US. Image 9: Tesla Rated Most Unreliable Used Car Brand in US. By Newsmax Wires |Wednesday, 10 December 2025 10:05 PM EST. According to Consumer Reports’ 2025 Used Vehicle Reliability Study, Tesla ranks as the most unreliable used car brand in America, placing last out of 26 automotive brands. The review looked at models 5 to 10 years old, and Tesla scored a reliability rating of 31, trailing Jeep, Ram and Chrysler. Consumer Reports noted that while aging Teslas encounter frequent issues, the company’s newer models now show “better-than-average reliability,” placing Tesla among the top 10 in new-car predictability — ahead of several legacy automakers, including Ford, Chevrolet, Mercedes-Benz, Audi and Volkswagen. tesla, reliability ratings, consumer reports. On Now:10:00p ET•Greg Kelly This Week. Image 19: Get Newsmax Text Alerts. *   Image 20: Search Newsmax.com.",0
tesla,0.9,tesla,1,Tesla announces 2025 holiday update with a few cool features - Electrek,https://electrek.co/2025/12/05/tesla-2025-holiday-update-few-cool-features/,0.43079433,"# Tesla announces 2025 holiday update with a few cool features. Tesla has officially announced its 2025 Holiday Update, and this year, the automaker is not using the usually bigger update for any groundbreaking stuff, but there are a few interesting new smaller features. While previous years have focused on adding major apps like Apple Podcasts or Steam integration, the holiday updates have become gradually weaker over the last few years, and they now concentrate mainly on playful features with smaller tweaks and add-ons. Tesla says that to use Grok for navigation command, you have to set Grok’s personality to ‘Assistant’. The second feature Tesla announced in the holiday update is the “photobooth”:. Now, to a more useful feature, Tesla has updated Dog Mode with a live activity feed:. > When Dog Mode is active, you’ll see a Live Activity on your iPhone featuring periodic snapshots of your vehicle’s cabin along with live updates on temperature, battery & climate conditions. Back to slightly more useful features, Tesla has added custom wraps visualizations:. ### Tesla.",0
tesla,0.9,tesla,1,"American Automakers Have Terrible Long-Term Reliability, And Tesla Is The Worst, Consumer Reports Says - Jalopnik",https://www.jalopnik.com/2046819/consumer-reports-american-automakers-terrible-reliability/,0.3605346,"American Automakers Have Terrible Long-Term Reliability, And Tesla Is The Worst, Consumer Reports Says. # American Automakers Have Terrible Long-Term Reliability, And Tesla Is The Worst, Consumer Reports Says. Consumer Reports just released its rankings for long-term reliability, and American brands comprise eight of the bottom ten, with Tesla being the lowest. In comparison, Tesla ranked 31, less than half as many points as the leaders. Bleeding-edge EV tech isn't entirely to blame, considering that Jeep ranked 32, just one point ahead of Tesla, with Ram at 35, Chrysler at 36, and Dodge at 39. We bash Tesla a lot, and for good reasons, but Futurism points out that Tesla jumped from 18th to ninth in CR's reliability rankings for new cars. To end on a positive note, after Lexus and Toyota's excellent performance, Mazda ranks 58, a distant 15 points behind Toyota, but still rather good. Honda and Acura round out the top five with 57 and 53 points, respectively, with Honda ranking slightly above its upscale sub-brand.",0
tesla,0.9,Model Y,0.9,2026 Tesla Model Y review: Spending one week with the new Model Y - Forbes,https://www.forbes.com/sites/matthewmacconnell/2025/12/08/test-driving-the-2026-tesla-model-y/,0.9922444,"# Test-Driving The 2026 Tesla Model Y. The Tesla Model Y no longer looks like the love child of a Model X and Model 3; I always thought it looked awkward and, well, a bit dull. ## 2026 Tesla Model Y Specs. ## Life With The 2026 Tesla Model Y. I’m too cool for keys."" But I later found out this is merely a secondary option, as you’re meant to use the Tesla phone app to control the car’s doors. ## What’s The 2026 Tesla Model Y Like To Drive? In its Chill driving setting, the one the car remained most in, the Tesla is linear and calm. After some mixed driving (motorway, town and city), the Tesla Model Y returned 3.3mi/kWh over 100 miles. ## 2026 Tesla Model Y Verdict. Tesla has nailed the Model Y’s looks. The 2026 Tesla Model Y is priced from £48,000.",0
tesla,0.9,Model Y,0.9,Tesla launches low-cost Model 3 variant in Europe - Reuters,https://www.reuters.com/business/autos-transportation/tesla-launches-low-cost-model-3-variant-europe-2025-12-05/,0.93439513,"STOCKHOLM, Dec 5 (Reuters) - Tesla (TSLA.O), opens new tab launched the new, lower-priced version of its Model 3 car in Europe on Friday, two months after its U.S. debut, aiming to boost sales as competition intensifies and demand slows. CEO Elon Musk has long promised mass-market vehicles, though last year he scrapped plans for an all-new $25,000 EV, opting instead to build lower-priced versions of existing models, a shift that has sparked concerns among analysts about cannibalising sales of higher-margin cars. A low-cost Model Y crossover was launched in October as Tesla seeks to defend its market share against European and Chinese rivals offering increasingly lower-priced electric cars in Europe, with many selling EVs below $30,000. The new Model 3 Standard is listed at 37,970 euros ($44,299.60) in Germany, 330,056 Norwegian crowns ($32,698) in Norway and 449,990 Swedish crowns ($47,820) in Sweden, according to Tesla's website.",0
tesla,0.9,Model Y,0.9,Tesla Zooms Up Reliability Rankings: Consumer Reports Crowns Model 3 and Model Y Champs - OpenTools,https://opentools.ai/news/tesla-zooms-up-reliability-rankings-consumer-reports-crowns-model-3-and-model-y-champs,0.86703575,"# Tesla Zooms Up Reliability Rankings: Consumer Reports Crowns Model 3 and Model Y Champs. These models have been instrumental in reshaping Tesla's reputation, with the Model 3 now recognized as the most reliable electric car and the Model Y as the most reliable electric SUV according to the latest data from Consumer Reports source. Tesla's Model 3 and Model Y have firmly established themselves as leaders in reliability within the electric vehicle segment, according to the latest findings from Consumer Reports. While Tesla's reliability rankings have improved, addressing recalls and safety concerns remains a continuous effort for the company. Tesla's rise in the Consumer Reports' reliability rankings showcases how integrating state-of-the-art technology with traditional manufacturing can lead to significant improvements in product reliability. Tesla's significant rise in Consumer Reports' reliability rankings underscores its improving long-term market position. The recognition of Tesla’s Model 3 and Model Y as the most reliable electric car and SUV respectively by Consumer Reports signifies how regulatory compliance can translate into competitive advantages.",0
tesla,0.9,Model Y,0.9,Are Tesla Sales Really Popping in China? - CleanTechnica,https://cleantechnica.com/2025/12/08/are-tesla-sales-really-popping-in-china/,0.86339164,"First of all, I want to note that whether Tesla sales are booming in China or not is sort of irrelevant to Tesla’s/Elon Musk’s vision for the company and how it is supposed to succeed now. However, for those who are not as sold on that path, or who at least care a lot about the traditional automaker sales story as well, there’s the question or discussion around how much Tesla can juice sales with model updates and new models. Some Tesla fans are super excited that Tesla Model Y sales are booming in China as a result. Looking at the first 10 months of the year, I found that Tesla Model Y plus Model 3 sales were down from ~500,000 sales in January–October 2024 to ~458,000 sales in January–October 2025. Yes, it’s a positive that Tesla sales are finally growing again year over year in China, but demand doesn’t seem to be booming in a historical context, and there’s no indication Tesla is returning to 2023 levels, let alone shooting past them.",0
tesla,0.9,Autopilot Investigation,0.7,Air France A350 crippled by collapsed radome after bird-strike damage undetected - FlightGlobal,https://www.flightglobal.com/safety/air-france-a350-crippled-by-collapsed-radome-after-bird-strike-damage-undetected/165651.article,0.6584175,"French investigators believe inadequate maintenance checks on an Air France Airbus A350-900’s radome led to its collapsing during a turnback to Osaka. But French investigation authority BEA says this surface had not been checked fully during maintenance – despite the skin debonding being sufficient to obstruct weather radar antenna movement three days before the Osaka-Paris flight. Further alerts indicated unreliable speed, multiple instances of air-data rejection by the primary computers, and loss of protection under alternate law. The crew responded by disengaging the autopilot, autothrust, and flight director, and proceed in manual flight – with one pilot using the head-up display while another checked display consistency with the aid of a pitch-thrust data table. This system – known as NAIADS, or New Air and Inertia Automatic Data Switching – kept the flight-envelope protection and automatic systems, including the autopilot, autothrust and flight director, available for the duration. NAIADS is designed to automatically supply optimum airspeed data to primary displays and the flight-control laws.",0
tesla,0.9,Autopilot Investigation,0.7,"Musk says new Tesla software allows texting and driving, which is illegal in most states - TechCrunch",https://techcrunch.com/2025/12/04/musk-says-new-tesla-software-allows-texting-and-driving-which-is-illegal-in-most-states/,0.42441195,"# Musk says new Tesla software allows texting and driving, which is illegal in most states. Tesla CEO Elon Musk said in an X post Thursday that owners can text and drive with the latest version of his company’s Full Self-Driving (Supervised) driver assistance software, despite the fact that it’s illegal to do so in most states. Despite Musk’s perpetual hype, FSD is still a driver-assistance system that does not make Tesla’s vehicles fully autonomous. Musk himself has in the past said that Autopilot, the driver assistance system that comes standard in all Teslas, sometimes made drivers too complacent and confident. Tesla is also near the end of a long legal battle with the California Department of Motor Vehicles over how the company has marketed FSD and its less-capable predecessor, Autopilot. autonomous vehicles, avs, Elon Musk, FSD, full self-driving, Tesla, Transportation. Sean O’Kane is a reporter who has spent a decade covering the rapidly-evolving business and technology of the transportation industry, including Tesla and the many startups chasing Elon Musk.",0
tesla,0.9,Cybertruck,0.9,Tesla Cracks Consumer Reports Top 10 For First Time As Aging Lineup Boosts Reliability - evxl.co,https://evxl.co/2025/12/07/tesla-cracks-consumer-reports-top-10/,0.42892754,"# Tesla Cracks Consumer Reports Top 10 For First Time As Aging Lineup Boosts Reliability. Tesla jumped to ninth place in Consumer Reports’ 2025 reliability rankings, marking the automaker’s first appearance in the top 10. * Consumer Reports credited Tesla’s **“standout” electric drive system** for the improvement. We’ve documented how Tesla’s stale product portfolio has crushed sales across Europe and the U.S., with competitors like BYD launching new models at twice the pace. **Which Tesla model has the worst reliability?**. The Cybertruck is Tesla’s only model with below-average reliability, according to Consumer Reports. Consumer Reports credits Tesla’s decision to keep building the same vehicles in the same plants, allowing continuous quality improvements without the disruption of new model launches. Haye Kesteloo is the Editor in Chief and Founder of **EVXL.co**, where he covers all electric vehicle-related news, covering brands such as Tesla, Ford, GM, BMW, Nissan and others.",0
tesla,0.9,Cybertruck,0.9,"Tesla Stock Today (TSLA): What to Know Before the Market Opens on December 8, 2025 - ts2.tech",https://ts2.tech/en/tesla-stock-today-tsla-what-to-know-before-the-market-opens-on-december-8-2025/,0.3326794,"# Tesla Stock Today (TSLA): What to Know Before the Market Opens on December 8, 2025. Tesla stock heads into Monday’s U.S. session sitting near all‑time highs but surrounded by conflicting headlines: a possible multibillion‑dollar legal hit tied to Elon Musk’s pay, a Cybertruck rollout that’s badly missing expectations, worsening European demand, and a 2026 bet on Full Self‑Driving (FSD) in Europe that could be either a massive catalyst or a regulatory mirage. Today’s snippets from Autoblog add another negative data point: Tesla has reportedly **dropped a cheaper Model 3 variant in parts of Europe amid a “market share collapse,”** which could further weaken its price competitiveness if confirmed in more markets. **For Monday’s trading, this tension matters:** optimistic AI/robotaxi headlines tend to support Tesla’s high multiple, while any data showing **slowing EV demand, falling market share or FSD setbacks** can trigger sharp pullbacks. 2. Tesla Stock Today (TSLA): What to Know Before the Market Opens on December 8, 2025. ### Tesla Stock Today (TSLA): What to Know Before the Market Opens on December 8, 2025.",0
